si	si	_	_	_	_	0111	_	DT-PDSG
andeng	andeng	_	_	_	_	_	1010	NN-NNP
na	na	_	_	_	_	0101	_	CC-CCP
naglilinis	linis	nag	_	_	li	_	0101	VB-IMAF
ng	ng	_	_	_	_	0110	100	PP-OM
mga	mga	_	_	_	_	110	100	DT-CDPL
kasangkapang	kasangkapan	_	_	g	_	100	_	NN-NNC
pilak	pilak	_	_	_	_	100	100	NN-NNC
.	.	_	_	_	_	00	100	PM-PMP

ang	ang	_	_	_	_	0111	1010	DT-CD
tanging	tangi	_	_	ng	_	1011	1010	JJ-JCJD
alam	alam	_	_	_	_	1010	0101	VB-INAF
ko	ko	_	_	_	_	1010	1010	PR-PRSG
ay	ay	_	_	_	_	0101	root	LM-LM
mataas	taas	ma	_	_	_	100	1010	JJ-JCJD
siyang	siya	_	_	ng	_	0111	1010	PR-PRSG
maningil	singil	mang	_	_	_	1010	0101	VB-INAF
sa	sa	_	_	_	_	0110	100	PP-DM
mga	mga	_	_	_	_	110	100	DT-CDPL
pasyente	pasyente	_	_	_	_	100	1010	NN-NNC
niya	niya	_	_	_	_	1010	100	PR-PRSG
.	.	_	_	_	_	00	1010	PM-PMP

marahil	marahil	_	_	_	_	1010	0101	RB-RM
ay	ay	_	_	_	_	0101	root	LM-LM
isa	isa	_	_	_	_	100	0111	PR-PRI
siyang	siya	_	_	ng	_	0111	0101	PR-PRSG
de	de	_	_	_	_	0110	0111	CC-CCB
campanillang	campanillang	_	_	_	_	_	0110	NN-NNC
manggagamot	gamot	mang	_	_	ga	100	_	NN-NNC
.	.	_	_	_	_	00	100	PM-PMP

hindi	hindi	_	_	_	_	1011	1011	RB-RF
nangangahulugang	kahulugan	nang	_	g	nga	1011	0101	VB-IMAF
kapag	kapag	_	_	_	_	1011	1011	RB-RK
mataas	taas	ma	_	_	_	100	1010	JJ-JCJD
kang	kang	_	_	_	_	0101	1010	PR-PRSG
maningil	singil	mang	_	_	_	1010	1011	VB-INAF
ay	ay	_	_	_	_	0101	root	LM-LM
mahusay	husay	ma	_	_	_	100	0101	JJ-JCJD
ka	ka	_	_	_	_	1010	100	PR-PRSG
ng	ng	_	_	_	_	0110	1010	PP-OM
manggagamot	gamot	mang	_	_	ga	100	0110	NN-NNC
.	.	_	_	_	_	00	100	PM-PMP

nahinto	hinto	na	_	_	_	_	root	JJ-JCJD
ang	ang	_	_	_	_	0111	100	DT-CD
kanilang	kanila	_	_	ng	_	110	100	PR-POPL
pag-uusap	usap	pag	_	_	u	100	_	NN-NNC
nang	nang	_	_	_	_	0101	_	RB-RW
may	may	_	_	_	_	1011	0101	VB-VH
humintong	hinto	_	um	ng	_	_	1011	VB-INAF
karwahe	karwahe	_	_	_	_	_	_	NN-NNC
sa	sa	_	_	_	_	0110	_	PP-DM
harapan	harap	_	_	an	_	100	0110	RB-RL
ng	ng	_	_	_	_	0110	100	PP-OM
bahay	bahay	_	_	_	_	100	0110	NN-NNC
.	.	_	_	_	_	00	100	PM-PMP

bumaba	baba	_	um	_	_	1010	root	VB-INAF
agad	agad	_	_	_	_	1010	1010	RB-RW
si	si	_	_	_	_	0111	100	DT-PDSG
kapitan	kapitan	_	_	_	_	100	_	NN-NNP
tiyago	tiyago	_	_	_	_	_	1010	NN-NNP
kasunod	kasunod	_	_	_	_	1010	1010	NN-NNC
si	si	_	_	_	_	0111	_	DT-PDSG
tiya	tiya	_	_	_	_	100	_	NN-NNP
isabel	isabel	_	_	_	_	_	1010	NN-NNP
.	.	_	_	_	_	00	_	PM-PMP

sinalubong	salubong	_	in	_	_	1010	root	VB-PFOF
nila	nila	_	_	_	_	1010	1010	PR-PRPL
ang	ang	_	_	_	_	0111	110	DT-CD
mag-asawang	asawa	mag	_	ng	_	110	1010	NN-NNC
don	don	_	_	_	_	100	_	NN-NNP
tiburcio	tiburcio	_	_	_	_	_	110	NN-NNP
de	de	_	_	_	_	0110	_	NN-NNP
espada�a	espada�a	_	_	_	_	_	0110	NN-NNP
at	at	_	_	_	_	0101	110	CC-CCB
donya	donya	_	_	_	_	_	_	NN-NNP
victorina	victorina	_	_	_	_	_	0101	NN-NNP
de	de	_	_	_	_	0110	_	NN-NNP
espada�a	espada�a	_	_	_	_	_	0110	NN-NNP
kasama	kasama	_	_	_	_	1010	1010	NN-NNC
ang	ang	_	_	_	_	0111	100	DT-CD
isang	isa	_	_	ng	_	110	100	JJ-JN
payat	payat	_	_	_	_	100	100	JJ-JCJD
na	na	_	_	_	_	0101	100	CC-CCP
kastila	kastila	_	_	_	_	100	1010	NN-NNP
.	.	_	_	_	_	00	100	PM-PMP

muntik	muntik	_	_	_	_	1011	100	JJ-JCJD
nang	nang	_	_	_	_	0101	1011	JJ-JCJD
halikan	halik	_	_	an	_	100	root	JJ-JCJD
ni	ni	_	_	_	_	00	_	DT-PDSG
kapitan	kapitan	_	_	_	_	100	_	NN-NNP
tiyago	tiyago	_	_	_	_	_	100	NN-NNP
ang	ang	_	_	_	_	0111	100	DT-CD
kamay	kamay	_	_	_	_	100	100	NN-NNC
ng	ng	_	_	_	_	0110	100	PP-OM
binata	binata	_	_	_	_	100	0110	NN-NNC
.	.	_	_	_	_	00	100	PM-PMP

ipinapanhik	panhik	ipa	in	_	_	_	root	VB-IMOF
na	na	_	_	_	_	0101	_	RB-RI
ni	ni	_	_	_	_	00	_	DT-PDSG
tiya	tiya	_	_	_	_	100	_	NN-NNP
isabel	isabel	_	_	_	_	_	_	NN-NNP
sa	sa	_	_	_	_	0110	_	PP-DM
mga	mga	_	_	_	_	110	100	DT-CDPL
katulong	tulong	ka	_	_	_	100	0110	NN-NNC
ang	ang	_	_	_	_	0111	_	DT-CD
mga	mga	_	_	_	_	110	_	DT-CDPL
dala-dalahan	dala-dala	_	_	han	_	_	_	NN-NNC
ng	ng	_	_	_	_	0110	_	PP-OM
mga	mga	_	_	_	_	110	100	DT-CDPL
panauhin	panauhin	_	_	_	_	100	0110	NN-NNC
.	.	_	_	_	_	00	100	PM-PMP

sinasamahan	sama	_	in	han	sa	_	root	VB-IMOF
sila	sila	_	_	_	_	1010	_	PR-PRPL
ni	ni	_	_	_	_	00	_	DT-PDSG
kapitan	kapitan	_	_	_	_	100	_	NN-NNP
tiyago	tiyago	_	_	_	_	_	_	NN-NNP
sa	sa	_	_	_	_	0110	_	PP-DM
kani-kanilang	kani-kanilang	_	_	_	_	110	100	PR-QIPL
mga	mga	_	_	_	_	110	100	DT-CDPL
silid	silid	_	_	_	_	100	0110	NN-NNC
.	.	_	_	_	_	00	100	PM-PMP

si	si	_	_	_	_	0111	0101	DT-PDSG
donya	donya	_	_	_	_	_	_	NN-NNP
victorina	victorina	_	_	_	_	_	0101	NN-NNP
ay	ay	_	_	_	_	0101	root	LM-LM
kwarenta'y	kwarenta'y	_	_	_	_	_	0101	JJ-JN
singko	singko	_	_	_	_	_	_	NN-NNC
na	na	_	_	_	_	0101	_	CC-CCP
ngunit	ngunit	_	_	_	_	0101	0101	CC-CCT
sinasabi	sabi	_	in	_	sa	100	0101	VB-IMOF
niyang	niya	_	_	ng	_	0101	100	PR-PRSG
siya	siya	_	_	_	_	1010	0101	PR-PRSG
ay	ay	_	_	_	_	0101	0101	LM-LM
trenta'y	trenta'y	_	_	_	_	_	0101	JJ-JN
dos	dos	_	_	_	_	100	_	JJ-JN
lamang	lamang	_	_	_	_	1010	100	RB-RI
.	.	_	_	_	_	00	1010	PM-PMP

labis	labis	_	_	_	_	100	1010	JJ-JCCS
niyang	niya	_	_	ng	_	0101	1010	PR-PRSG
pinupuri	puri	_	in	_	pu	1010	root	VB-IMOF
ang	ang	_	_	_	_	0111	100	DT-CD
kanyang	kanya	_	_	ng	_	110	100	PR-POSG
sarili	sarili	_	_	_	_	100	1010	NN-NNC
.	.	_	_	_	_	00	100	PM-PMP

maganda	ganda	ma	_	_	_	1010	root	JJ-JCJD
raw	raw	_	_	_	_	1010	1010	RB-RI
siya	siya	_	_	_	_	1010	1010	PR-PRSG
noong	noon	_	_	g	_	0110	1010	RB-RW
kanyang	kanya	_	_	ng	_	110	100	PR-POSG
kabataan	bata	ka	_	an	_	100	0110	NN-NNC
at	at	_	_	_	_	0101	1010	CC-CCB
balingkinitan	balingkinitan	_	_	_	_	_	100	JJ-JCJD
ang	ang	_	_	_	_	0111	100	DT-CD
kanyang	kanya	_	_	ng	_	110	100	PR-POSG
katawan	katawan	_	_	_	_	100	0101	NN-NNC
.	.	_	_	_	_	00	100	PM-PMP

pinangarap	pangarap	_	in	_	_	_	root	VB-PFOF
niyang	niya	_	_	ng	_	0101	_	PR-PRSG
makapag-asawa	asawa	makapag	_	_	_	_	_	VB-INAF
ng	ng	_	_	_	_	0110	100	PP-OM
isang	isa	_	_	ng	_	110	100	PR-PRI
dayuhan	dayuhan	_	_	_	_	100	_	NN-NNC
.	.	_	_	_	_	00	100	PM-PMP

hindi	hindi	_	_	_	_	1011	1011	RB-RF
niya	niya	_	_	_	_	1010	1010	PR-PRSG
nais	nais	_	_	_	_	1011	1010	VB-AS
ipagkaloob	loob	ipagka	_	_	_	1010	root	VB-INBF
ang	ang	_	_	_	_	0111	100	DT-CD
kanyang	kanya	_	_	ng	_	110	100	PR-POSG
mapuputing	puti	ma	_	ng	pu	_	100	JJ-JCJD
kamay	kamay	_	_	_	_	100	1010	NN-NNC
sa	sa	_	_	_	_	0110	100	PP-DM
isang	isa	_	_	ng	_	110	100	PR-PRI
lalaki	lalaki	_	_	_	_	100	1010	NN-NNC
dahil	dahil	_	_	_	_	1010	1010	CC-CCT
sa	sa	_	_	_	_	0110	1010	PP-DM
kakulangan	kulang	ka	_	an	_	100	0110	NN-NNC
ng	ng	_	_	_	_	0110	100	PP-OM
tiwala	tiwala	_	_	_	_	100	100	NN-NNC
.	.	_	_	_	_	00	100	PM-PMP

ngunit	ngunit	_	_	_	_	0101	1011	CC-CCT
wala	wala	_	_	_	_	1011	root	RB-RF
man	man	_	_	_	_	1010	1011	RB-RI
lamang	lamang	_	_	_	_	1010	1010	RB-RI
matangos	tangos	ma	_	_	_	_	100	JJ-JCJD
ang	ang	_	_	_	_	0111	100	DT-CD
ilong	ilong	_	_	_	_	100	1011	NN-NNC
ang	ang	_	_	_	_	0111	100	DT-CD
nakapansin	pansin	naka	_	_	_	100	1011	JJ-JCJD
sa	sa	_	_	_	_	0110	100	PP-DM
kanya	kanya	_	_	_	_	100	100	PR-POSG
.	.	_	_	_	_	00	100	PM-PMP

may	may	_	_	_	_	1011	_	VB-VH
bulung-bulungang	bulung-bulungang	_	_	_	_	_	root	NN-NNC
si	si	_	_	_	_	0111	_	DT-PDSG
kapitan	kapitan	_	_	_	_	100	_	NN-NNP
tiyago	tiyago	_	_	_	_	_	_	NN-NNP
ang	ang	_	_	_	_	0111	_	DT-CD
nangahas	ahas	nang	_	_	_	_	_	JJ-JCJD
magtapat	tapat	mag	_	_	_	_	_	JJ-JCJD
ng	ng	_	_	_	_	0110	100	PP-OM
pag-ibig	ibig	pag	_	_	_	100	_	NN-NNC
sa	sa	_	_	_	_	0110	_	PP-DM
kanya	kanya	_	_	_	_	100	0110	PR-POSG
noong	noon	_	_	g	_	0110	_	RB-RW
bata	bata	_	_	_	_	100	0110	JJ-JCJD
pa	pa	_	_	_	_	1010	100	RB-RI
sila	sila	_	_	_	_	1010	1010	PR-PRPL
.	.	_	_	_	_	00	1010	PM-PMP

siya	siya	_	_	_	_	1010	0101	PR-PRSG
ay	ay	_	_	_	_	0101	root	LM-LM
dating	dating	_	_	_	_	100	100	JJ-JCJD
katulong	tulong	ka	_	_	_	100	0101	NN-NNC
sa	sa	_	_	_	_	0110	100	PP-DM
isang	isa	_	_	ng	_	110	100	PR-PRI
ospital	ospital	_	_	_	_	100	0110	NN-NNC
sa	sa	_	_	_	_	0110	100	PP-DM
espanya	espanya	_	_	_	_	_	0110	NN-NNP
.	.	_	_	_	_	00	_	PM-PMP

namasukan	pasok	na	_	an	_	_	root	VB-PFAF
din	din	_	_	_	_	1010	_	RB-RI
siya	siya	_	_	_	_	1010	_	PR-PRSG
sa	sa	_	_	_	_	0110	_	PP-DM
barkong	barko	_	_	ng	_	110	0110	NN-NNC
salvadora	salvadora	_	_	_	_	_	110	NN-NNP
na	na	_	_	_	_	0101	110	CC-CCP
naglibot	libot	nag	_	_	_	_	0101	VB-PFAF
sa	sa	_	_	_	_	0110	_	PP-DM
asya	asya	_	_	_	_	_	0110	NN-NNP
ngunit	ngunit	_	_	_	_	0101	_	CC-CCT
siya	siya	_	_	_	_	1010	0101	PR-PRSG
ay	ay	_	_	_	_	0101	0101	LM-LM
nagkasakit	sakit	nagka	_	_	_	1010	0101	VB-PFAF
.	.	_	_	_	_	00	1010	PM-PMP

pinababa	baba	pina	_	_	_	1010	root	VB-PFOF
siya	siya	_	_	_	_	1010	1010	PR-PRSG
nang	nang	_	_	_	_	0101	1010	RB-RW
dumaong	daong	_	um	_	_	1010	0101	VB-INAF
ang	ang	_	_	_	_	0111	100	DT-CD
barko	barko	_	_	_	_	100	1010	NN-NNC
rito	rito	_	_	_	_	1010	_	PR-LO
sa	sa	_	_	_	_	0110	1010	PP-DM
pilipinas	pilipinas	_	_	_	_	_	0110	NN-NNP
.	.	_	_	_	_	00	_	PM-PMP

nanirahan	nanirahan	_	_	_	_	1010	root	VB-PFAF
dito	dito	_	_	_	_	1010	1010	PR-LO
si	si	_	_	_	_	0111	_	DT-PDSG
don	don	_	_	_	_	100	_	NN-NNP
tiburcio	tiburcio	_	_	_	_	_	1010	NN-NNP
de	de	_	_	_	_	0110	_	NN-NNP
espada�a	espada�a	_	_	_	_	_	0110	NN-NNP
.	.	_	_	_	_	00	_	PM-PMP

sa	sa	_	_	_	_	0110	0101	PP-DM
simula	simula	_	_	_	_	100	0110	RB-RW
ay	ay	_	_	_	_	0101	root	LM-LM
namuhay	buhay	na	_	_	_	1010	0101	VB-PFAF
siya	siya	_	_	_	_	1010	1010	PR-PRSG
sa	sa	_	_	_	_	0110	1010	PP-DM
tulong	tulong	_	_	_	_	100	0110	NN-NNC
ng	ng	_	_	_	_	0110	100	PP-OM
mga	mga	_	_	_	_	110	100	DT-CDPL
kababayan	bayan	ka	_	_	ba	100	0101	NN-NNC
ngunit	ngunit	_	_	_	_	0101	1010	CC-CCT
nagkaroon	roon	nagka	_	_	_	1010	0101	VB-PFAF
ng	ng	_	_	_	_	0110	100	PP-OM
hangganan	hangganan	_	_	_	_	100	1010	NN-NNC
ang	ang	_	_	_	_	0111	100	DT-CD
tulong	tulong	_	_	_	_	100	1010	NN-NNC
.	.	_	_	_	_	00	100	PM-PMP

pinayuhan	payo	_	in	han	_	1011	root	VB-PFOF
siya	siya	_	_	_	_	1010	1011	PR-PRSG
ng	ng	_	_	_	_	0110	100	PP-OM
mga	mga	_	_	_	_	110	100	DT-CDPL
kababayang	bayan	ka	_	g	ba	100	1011	NN-NNC
magtungo	tungo	mag	_	_	_	1010	1011	VB-INAF
sa	sa	_	_	_	_	0110	1010	PP-DM
mga	mga	_	_	_	_	110	100	DT-CDPL
lalawigan	lalawigan	_	_	_	_	100	0110	NN-NNC
at	at	_	_	_	_	0101	1010	CC-CCB
magpanggap	panggap	mag	_	_	_	_	0101	VB-INAF
bilang	bilang	_	_	_	_	0101	100	CC-CCT
manggagamot	gamot	mang	_	_	ga	100	_	NN-NNC
.	.	_	_	_	_	00	100	PM-PMP

sa	sa	_	_	_	_	0110	100	PP-DM
umpisa	umpisa	_	_	_	_	100	0101	RB-RW
ay	ay	_	_	_	_	0101	root	LM-LM
maliit	liit	ma	_	_	_	100	100	JJ-JCJD
lamang	lamang	_	_	_	_	1010	100	RB-RI
ang	ang	_	_	_	_	0111	100	DT-CD
kanyang	kanya	_	_	ng	_	110	100	PR-POSG
singil	singil	_	_	_	_	100	0101	NN-NNC
.	.	_	_	_	_	00	100	PM-PMP

nang	nang	_	_	_	_	0101	0101	RB-RW
gumagaling	galing	_	um	_	ga	1010	0101	VB-IMAF
ang	ang	_	_	_	_	0111	_	DT-CD
kanyang	kanya	_	_	ng	_	110	_	PR-POSG
nireresetahan	reseta	in	_	han	re	_	1010	VB-IMLF
ay	ay	_	_	_	_	0101	root	LM-LM
nagtaas	taas	nag	_	_	_	1010	0101	VB-PFAF
na	na	_	_	_	_	0101	1010	CC-CCP
siya	siya	_	_	_	_	1010	1010	PR-PRSG
ng	ng	_	_	_	_	0110	100	PP-OM
singil	singil	_	_	_	_	100	1010	NN-NNC
kaya't	kaya't	_	_	_	_	1011	1010	CC-CCR
kumilos	kilos	_	um	_	_	1010	1011	VB-INAF
siyang	siya	_	_	ng	_	0111	1010	PR-PRSG
isang	isa	_	_	ng	_	110	100	JJ-JN
de-kalibreng	de-kalibre	_	_	ng	_	_	100	JJ-JCJD
manggagamot	gamot	mang	_	_	ga	100	0111	NN-NNC
.	.	_	_	_	_	00	100	PM-PMP

hindi	hindi	_	_	_	_	1011	1010	RB-RF
batid	batid	_	_	_	_	1010	root	VB-INAF
ni	ni	_	_	_	_	00	_	DT-PDSG
don	don	_	_	_	_	100	_	NN-NNP
tiburciong	tiburcio	_	_	ng	_	_	1010	NN-NNP
may	may	_	_	_	_	1011	1010	VB-VH
mga	mga	_	_	_	_	110	100	DT-CDPL
kastilang	kastila	_	_	ng	_	_	100	NN-NNP
manggagamot	gamot	mang	_	_	ga	100	1011	NN-NNC
na	na	_	_	_	_	0101	1011	CC-CCP
nakabalita	balita	naka	_	_	_	_	0101	JJ-JCJD
sa	sa	_	_	_	_	0110	_	PP-DM
pagpapanggap	panggap	pagpa	_	_	_	_	0110	NN-NNC
niya	niya	_	_	_	_	1010	_	PR-PRSG
.	.	_	_	_	_	00	1010	PM-PMP

ang	ang	_	_	_	_	0111	100	DT-CD
pagsisinungaling	sinungaling	pag	_	_	si	100	0101	NN-NNC
niya	niya	_	_	_	_	1010	100	PR-PRSG
ay	ay	_	_	_	_	0101	root	LM-LM
inilantad	lantad	ini	_	_	_	_	0101	VB-INOF
sa	sa	_	_	_	_	0110	_	PP-DM
mga	mga	_	_	_	_	110	100	DT-CDPL
kapwa	kapwa	_	_	_	_	100	100	PR-PRI
kastila	kastila	_	_	_	_	100	0110	NN-NNP
.	.	_	_	_	_	00	100	PM-PMP

kumuha	kuha	_	um	_	_	1010	root	VB-INAF
siya	siya	_	_	_	_	1010	1010	PR-PRSG
ng	ng	_	_	_	_	0110	_	PP-OM
mga	mga	_	_	_	_	110	_	DT-CDPL
padrino	padrino	_	_	_	_	_	1010	NN-NNC
sa	sa	_	_	_	_	0110	1010	PP-DM
ilang	ilang	_	_	_	_	110	100	PR-QISG
sikat	sikat	_	_	_	_	100	100	JJ-JCJD
na	na	_	_	_	_	0101	100	CC-CCP
kababayan	bayan	ka	_	_	ba	100	0110	NN-NNC
upang	upang	_	_	_	_	0101	1010	CC-CCB
huwag	huwag	_	_	_	_	1011	_	RB-RF
siyang	siya	_	_	ng	_	0111	_	PR-PRSG
ipahuli	huli	ipa	_	_	_	_	0101	VB-INOF
at	at	_	_	_	_	0101	_	CC-CCB
makulong	kulong	ma	_	_	_	1010	0101	VB-INOF
.	.	_	_	_	_	00	1010	PM-PMP

babalik	balik	_	_	_	ba	1010	root	VB-COAF
din	din	_	_	_	_	1010	1010	RB-RI
iyan	iyan	_	_	_	_	1010	1010	PR-DM
sa	sa	_	_	_	_	0110	_	PP-DM
espanya	espanya	_	_	_	_	_	1010	NN-NNP
.	.	_	_	_	_	00	_	PM-PMP

masama	masama	_	_	_	_	100	100	JJ-JCJD
ang	ang	_	_	_	_	0111	100	DT-CD
ginagawa	gawa	_	in	_	ga	100	root	VB-IMOF
niya	niya	_	_	_	_	1010	100	PR-PRSG
ngunit	ngunit	_	_	_	_	0101	100	CC-CCT
kung	kung	_	_	_	_	1011	0101	RB-RK
ang	ang	_	_	_	_	0111	1011	DT-CD
niloloko	loko	in	_	_	lo	1011	1011	VB-IMOF
niya	niya	_	_	_	_	1010	1011	PR-PRSG
ay	ay	_	_	_	_	0101	0101	LM-LM
mga	mga	_	_	_	_	110	_	DT-CDPL
indiyo	indiyo	_	_	_	_	_	0101	NN-NNP
,	,	_	_	_	_	0100	1011	PM-PMC
wala	wala	_	_	_	_	1011	0101	RB-RF
naman	naman	_	_	_	_	1010	100	RB-RI
sigurong	siguro	_	_	ng	_	0111	100	RB-RT
masama	masama	_	_	_	_	100	1011	JJ-JCJD
.	.	_	_	_	_	00	100	PM-PMP

hindi	hindi	_	_	_	_	1011	1010	RB-RF
na	na	_	_	_	_	0101	1011	RB-RI
gaanong	gaano	_	_	ng	_	1011	1010	PR-CM
pinansin	pansin	_	in	_	_	1010	root	VB-PFOF
ng	ng	_	_	_	_	0110	100	PP-OM
mga	mga	_	_	_	_	110	100	DT-CDPL
kababayang	bayan	ka	_	g	ba	100	100	NN-NNC
manggagamot	gamot	mang	_	_	ga	100	1010	NN-NNC
ang	ang	_	_	_	_	0111	_	DT-CD
pagpapanggap	panggap	pagpa	_	_	_	_	1010	NN-NNC
ni	ni	_	_	_	_	00	_	DT-PDSG
don	don	_	_	_	_	100	_	NN-NNP
tiburcio	tiburcio	_	_	_	_	_	00	NN-NNP
ngunit	ngunit	_	_	_	_	0101	1010	CC-CCT
hindi	hindi	_	_	_	_	1011	_	RB-RF
ito	ito	_	_	_	_	1010	_	PR-DM
nailihim	lihim	nai	_	_	_	_	0101	VB-PFAF
sa	sa	_	_	_	_	0110	_	PP-DM
iba	iba	_	_	_	_	100	0110	PR-PRI
.	.	_	_	_	_	00	100	PM-PMP

unti-unting	unti-unting	_	_	_	_	1011	1010	JJ-JCJD
nawala	wala	na	_	_	_	1010	root	RB-RF
ang	ang	_	_	_	_	0111	100	DT-CD
kanyang	kanya	_	_	ng	_	110	100	PR-POSG
mga	mga	_	_	_	_	110	100	DT-CDPL
pasyente	pasyente	_	_	_	_	100	1010	NN-NNC
at	at	_	_	_	_	0101	1010	CC-CCB
naging	naging	_	_	_	_	1011	0101	VB-INOF
pulubing	pulubi	_	_	ng	_	_	1011	NN-NNC
muli	muli	_	_	_	_	1010	_	RB-RW
si	si	_	_	_	_	0111	_	DT-PDSG
don	don	_	_	_	_	100	_	NN-NNP
tiburcio	tiburcio	_	_	_	_	_	1010	NN-NNP
.	.	_	_	_	_	00	_	PM-PMP

kinakailangang	kailangan	_	in	g	ka	1011	1011	VB-PFOF
may	may	_	_	_	_	1011	root	VB-VH
maipagmalaki	malaki	maipag	_	_	_	_	1011	VB-INOF
si	si	_	_	_	_	0111	_	DT-PDSG
donya	donya	_	_	_	_	_	_	NN-NNP
victorina	victorina	_	_	_	_	_	_	NN-NNP
at	at	_	_	_	_	0101	_	CC-CCB
kailangang	kailangan	_	_	g	_	1011	1011	VB-AS
may	may	_	_	_	_	1011	0101	VB-VH
masandalan	sandal	ma	_	an	_	_	1011	VB-INOF
si	si	_	_	_	_	0111	_	DT-PDSG
don	don	_	_	_	_	100	_	NN-NNP
tiburcio	tiburcio	_	_	_	_	_	_	NN-NNP
